id_transacao,id_conta,ticker,tipo_operacao,quantidade,preco_unitario,taxa_corretagem,data_operacao,created_at,updated_at
206761,3416,SVOZ4,COMPRA,332,40.4680,8.0357,2026-08-05 13:41:45,2026-08-05 13:41:46,2026-08-05 13:41:46
206762,2828,RSBT4,COMPRA,320,336.4221,7.8711,2026-08-05 13:39:55,2026-08-05 13:39:57,2026-08-05 13:39:57
206763,1543,QEUC2,COMPRA,215,148.9565,5.7821,2026-08-05 17:04:11,2026-08-05 17:04:12,2026-08-05 17:04:12
206764,1193,FYZB6,COMPRA,425,66.4493,2.7448,2026-08-05 15:50:59,2026-08-05 15:51:02,2026-08-05 15:51:02
206765,1850,YYLA4,COMPRA,55,181.0738,3.3751,2026-08-05 14:02:43,2026-08-05 14:02:46,2026-08-05 14:02:46
206766,1011,YRWH3,COMPRA,46,212.5302,9.8465,2026-08-05 17:02:46,2026-08-05 17:02:47,2026-08-05 17:02:47
206767,1116,BXFJ9,COMPRA,260,130.6675,5.4091,2026-08-05 15:19:56,2026-08-05 15:19:57,2026-08-05 15:19:57
206768,2829,JUDG8,COMPRA,55,78.7410,1.9101,2026-08-05 11:14:17,2026-08-05 11:14:19,2026-08-05 11:14:19
206769,1987,TXHR8,COMPRA,425,88.4303,8.8014,2026-08-05 11:31:59,2026-08-05 11:32:00,2026-08-05 11:32:00
206770,1986,RYPL6,COMPRA,170,80.4853,8.9986,2026-08-05 16:30:20,2026-08-05 16:30:21,2026-08-05 16:30:21
206771,1147,ECQD7,VENDA,385,77.1826,5.7178,2026-08-05 14:55:39,2026-08-05 14:55:40,2026-08-05 14:55:40
206772,1611,YFAH5,COMPRA,150,130.2533,8.1246,2026-08-05 13:47:50,2026-08-05 13:47:50,2026-08-05 13:47:50
206773,1951,XLZM9,COMPRA,325,62.8963,3.2894,2026-08-05 14:44:07,2026-08-05 14:44:09,2026-08-05 14:44:09
206774,2265,SGBG8,COMPRA,455,87.3995,4.3443,2026-08-05 15:33:57,2026-08-05 15:33:57,2026-08-05 15:33:57
206775,2154,IWFI1,COMPRA,270,188.8812,2.1296,2026-08-05 12:20:56,2026-08-05 12:20:58,2026-08-05 12:20:58
206776,2853,LCCH9,COMPRA,420,7.8868,6.2095,2026-08-05 13:12:48,2026-08-05 13:12:48,2026-08-05 13:12:48
206777,2308,DEGN5,COMPRA,205,72.1939,11.8450,2026-08-05 11:59:24,2026-08-05 11:59:26,2026-08-05 11:59:26
206778,1220,RHXV4,COMPRA,90,61.4847,11.6575,2026-08-05 16:15:38,2026-08-05 16:15:41,2026-08-05 16:15:41
206779,3030,VLEB3,COMPRA,345,426.4014,4.7914,2026-08-05 13:02:51,2026-08-05 13:02:52,2026-08-05 13:02:52
206780,2662,LCCH9,COMPRA,275,6.5509,,2026-08-05 14:29:03,2026-08-05 14:29:04,2026-08-05 14:29:04
206781,1515,SVOZ4,VENDA,40,48.0284,11.4918,2026-08-05 10:19:12,2026-08-05 10:19:14,2026-08-05 10:19:14
206782,1891,WMQZ6,COMPRA,430,68.1779,10.0445,2026-08-05 10:06:33,2026-08-05 10:06:33,2026-08-05 10:06:33
206783,1488,HCLJ8,COMPRA,195,114.3634,3.7223,2026-08-05 12:43:38,2026-08-05 12:43:38,2026-08-05 12:43:38
206784,1147,DQSN6,COMPRA,260,127.6998,11.9608,2026-08-05 11:40:16,2026-08-05 11:40:18,2026-08-05 11:40:18
206785,2262,NQYT3,COMPRA,500,73.6794,7.7756,2026-08-05 10:44:20,2026-08-05 10:44:23,2026-08-05 10:44:23
206786,1399,LGKU6,COMPRA,424,65.5411,2.9009,2026-08-05 14:50:04,2026-08-05 14:50:05,2026-08-05 14:50:05
206787,1255,RIET5,COMPRA,165,175.4436,9.8265,2026-08-05 15:31:47,2026-08-05 15:31:47,2026-08-05 15:31:47
206788,3161,IJJK3,COMPRA,126,108.4294,5.1753,2026-08-05 17:01:43,2026-08-05 17:01:44,2026-08-05 17:01:44
206789,1209,TVCE9,COMPRA,245,83.5889,6.9469,2026-08-05 15:30:14,2026-08-05 15:30:14,2026-08-05 15:30:14
206790,2071,DMTZ8,COMPRA,421,135.7305,1.8987,2026-08-05 14:53:58,2026-08-05 14:53:59,2026-08-05 14:53:59
206791,1034,DQSN6,COMPRA,280,121.7803,2.1468,2026-08-05 11:05:50,2026-08-05 11:05:50,2026-08-05 11:05:50
206792,2602,HCZM2,COMPRA,180,453.0149,11.3861,2026-08-05 16:12:24,2026-08-05 16:12:26,2026-08-05 16:12:26
206793,2110,MCMT2,COMPRA,135,118.5566,10.2661,2026-08-05 12:03:06,2026-08-05 12:03:09,2026-08-05 12:03:09
206794,1549,PQUT9,COMPRA,250,81.1684,10.5188,2026-08-05 15:18:15,2026-08-05 15:18:18,2026-08-05 15:18:18
206795,2810,RSBT4,COMPRA,440,490.6338,3.2041,2026-08-05 15:47:54,2026-08-05 15:47:56,2026-08-05 15:47:56
206796,1579,RDOA3,COMPRA,290,105.3233,8.7787,2026-08-05 15:04:17,2026-08-05 15:04:18,2026-08-05 15:04:18
206797,2447,YFAH5,COMPRA,135,161.7810,9.4398,2026-08-05 11:42:54,2026-08-05 11:42:55,2026-08-05 11:42:55
206798,2507,BOCS8,COMPRA,435,76.4464,12.2931,2026-08-05 14:18:11,2026-08-05 14:18:13,2026-08-05 14:18:13
206799,2705,RDOA3,COMPRA,490,111.7537,12.6984,2026-08-05 16:59:33,2026-08-05 16:59:33,2026-08-05 16:59:33
206800,3290,QHFL8,COMPRA,105,156.6327,12.7338,2026-08-05 12:43:59,2026-08-05 12:43:59,2026-08-05 12:43:59
206801,2828,RIET5,COMPRA,290,153.5752,12.8550,2026-08-05 13:59:15,2026-08-05 13:59:16,2026-08-05 13:59:16
206802,1778,AAWB3,COMPRA,385,180.7716,8.2978,2026-08-05 11:24:09,2026-08-05 11:24:11,2026-08-05 11:24:11
206803,2069,RYPL6,COMPRA,190,69.9569,5.6597,2026-08-05 17:28:54,2026-08-05 17:28:57,2026-08-05 17:28:57
206804,2153,SVOZ4,COMPRA,495,53.2069,8.4626,2026-08-05 12:22:01,2026-08-05 12:22:03,2026-08-05 12:22:03
206805,1509,RYPL6,COMPRA,360,108.0616,11.0470,2026-08-05 10:09:11,2026-08-05 10:09:12,2026-08-05 10:09:12
206806,1701,MCMT2,VENDA,115,113.7241,8.5491,2026-08-05 11:49:45,2026-08-05 11:49:45,2026-08-05 11:49:45
206807,1008,OVUQ2,COMPRA,300,41.0258,,2026-08-05 14:45:50,2026-08-05 14:45:50,2026-08-05 14:45:50
206808,3325,OVYL9,COMPRA,225,69.8663,11.0478,2026-08-05 17:11:17,2026-08-05 17:11:20,2026-08-05 17:11:20
206809,1534,ZAAS7,COMPRA,415,321.7036,4.8743,2026-08-05 14:08:16,2026-08-05 14:08:18,2026-08-05 14:08:18
