id_transacao,id_conta,ticker,tipo_operacao,quantidade,preco_unitario,taxa_corretagem,data_operacao,created_at,updated_at
1,3435,LIEG8,COMPRA,330,75.1607,9.3037,2023-08-01 10:00:25,2023-08-01 10:00:27,2023-08-01 10:00:27
2,2598,DQSN6,COMPRA,385,160.4128,1.1229,2023-08-01 10:00:42,2023-08-01 10:00:45,2023-08-01 10:00:45
3,2975,OXVD8,COMPRA,355,98.3943,12.2892,2023-08-01 10:00:56,2023-08-01 10:00:59,2023-08-01 10:00:59
4,3447,NHYK8,COMPRA,35,61.3525,7.3973,2023-08-01 10:06:13,2023-08-01 10:06:13,2023-08-01 10:06:13
5,1245,BSDJ7,COMPRA,165,256.7346,7.6939,2023-08-01 10:06:24,2023-08-01 10:06:26,2023-08-01 10:06:26
6,2188,ZYVN7,COMPRA,145,74.4274,12.1190,2023-08-01 10:07:07,2023-08-01 10:07:10,2023-08-01 10:07:10
7,3353,ZHTL2,COMPRA,360,50.7234,1.5527,2023-08-01 10:08:21,2023-08-01 10:08:24,2023-08-01 10:08:24
8,3223,JIPA6,COMPRA,215,34.0521,7.5605,2023-08-01 10:11:38,2023-08-01 10:11:41,2023-08-01 10:11:41
9,3196,NUJZ2,COMPRA,140,41.5604,7.3658,2023-08-01 10:15:08,2023-08-01 10:15:09,2023-08-01 10:15:09
10,2139,JIPA6,COMPRA,255,42.9120,7.9417,2023-08-01 10:18:42,2023-08-01 10:18:42,2023-08-01 10:18:42
11,1960,XOVY4,COMPRA,370,96.7958,7.5411,2023-08-01 10:19:43,2023-08-01 10:19:46,2023-08-01 10:19:46
12,2605,NPEM3,COMPRA,294,96.0325,1.6546,2023-08-01 10:20:43,2023-08-01 10:20:44,2023-08-01 10:20:44
13,1386,IWFI1,COMPRA,85,160.2949,6.3612,2023-08-01 10:23:47,2023-08-01 10:23:50,2023-08-01 10:23:50
14,2714,OEQA8,COMPRA,355,428.9666,11.1914,2023-08-01 10:25:00,2023-08-01 10:25:01,2023-08-01 10:25:01
15,2511,VLEB3,COMPRA,70,478.5638,0.5058,2023-08-01 10:25:43,2023-08-01 10:25:44,2023-08-01 10:25:44
16,2464,YCCK8,COMPRA,215,418.9174,0.4777,2023-08-01 10:30:48,2023-08-01 10:30:51,2023-08-01 10:30:51
17,3288,UVEY5,COMPRA,465,84.2491,8.6563,2023-08-01 10:34:27,2023-08-01 10:34:29,2023-08-01 10:34:29
18,1432,DEGN5,COMPRA,105,91.1412,12.1244,2023-08-01 10:34:50,2023-08-01 10:34:52,2023-08-01 10:34:52
19,2710,WIPB2,COMPRA,105,95.1394,5.4165,2023-08-01 10:35:01,2023-08-01 10:35:01,2023-08-01 10:35:01
20,2246,MJDL9,COMPRA,405,33.4455,3.6059,2023-08-01 10:38:11,2023-08-01 10:38:11,2023-08-01 10:38:11
21,2280,UYFJ9,COMPRA,310,118.6771,12.6882,2023-08-01 10:41:38,2023-08-01 10:41:40,2023-08-01 10:41:40
22,2735,IWAK1,COMPRA,60,69.0099,6.7127,2023-08-01 10:42:51,2023-08-01 10:42:53,2023-08-01 10:42:53
23,1582,KQEO3,COMPRA,190,75.9134,3.5269,2023-08-01 10:43:14,2023-08-01 10:43:16,2023-08-01 10:43:16
24,2725,MOLF3,COMPRA,280,64.3251,8.6833,2023-08-01 10:43:36,2023-08-01 10:43:37,2023-08-01 10:43:37
25,2295,TXHR8,COMPRA,15,84.7660,3.9011,2023-08-01 10:46:40,2023-08-01 10:46:42,2023-08-01 10:46:42
26,2769,RDOA3,COMPRA,85,80.2649,7.1688,2023-08-01 10:50:40,2023-08-01 10:50:40,2023-08-01 10:50:40
27,3216,TNHT4,COMPRA,100,102.1782,11.2231,2023-08-01 10:51:46,2023-08-01 10:51:49,2023-08-01 10:51:49
28,1675,ACSV1,COMPRA,66,77.3381,0.4307,2023-08-01 10:52:10,2023-08-01 10:52:12,2023-08-01 10:52:12
29,1957,OVYL9,COMPRA,145,85.5028,10.9849,2023-08-01 10:52:24,2023-08-01 10:52:24,2023-08-01 10:52:24
30,2474,EEYY9,COMPRA,492,193.1978,4.5946,2023-08-01 10:54:38,2023-08-01 10:54:40,2023-08-01 10:54:40
31,2239,NHYK8,COMPRA,420,84.4042,2.4726,2023-08-01 10:56:15,2023-08-01 10:56:18,2023-08-01 10:56:18
32,2251,BXFJ9,COMPRA,430,149.5956,3.4854,2023-08-01 10:56:28,2023-08-01 10:56:29,2023-08-01 10:56:29
33,1383,WHMT3,COMPRA,10,100.4580,9.6181,2023-08-01 10:59:29,2023-08-01 10:59:30,2023-08-01 10:59:30
34,2411,NAOF3,COMPRA,305,52.3067,4.8283,2023-08-01 10:59:48,2023-08-01 10:59:50,2023-08-01 10:59:50
35,2714,SVOZ4,COMPRA,459,36.8670,11.8577,2023-08-01 11:01:22,2023-08-01 11:01:25,2023-08-01 11:01:25
36,2068,WXQM6,COMPRA,185,51.4742,1.3842,2023-08-01 11:02:01,2023-08-01 11:02:02,2023-08-01 11:02:02
37,2795,AAWB3,COMPRA,132,187.3661,3.5024,2023-08-01 11:04:17,2023-08-01 11:04:19,2023-08-01 11:04:19
38,1870,QATW7,COMPRA,210,45.4720,11.6571,2023-08-01 11:06:20,2023-08-01 11:06:23,2023-08-01 11:06:23
39,3168,OXVD8,COMPRA,260,62.8555,11.3707,2023-08-01 11:08:01,2023-08-01 11:08:01,2023-08-01 11:08:01
40,1023,QATW7,COMPRA,340,58.2624,2.3090,2023-08-01 11:08:23,2023-08-01 11:08:24,2023-08-01 11:08:24
41,1345,KFSY2,COMPRA,90,138.0390,2.1831,2023-08-01 11:09:05,2023-08-01 11:09:07,2023-08-01 11:09:07
42,1454,LIEG8,COMPRA,80,80.0793,4.9543,2023-08-01 11:09:17,2023-08-01 11:09:20,2023-08-01 11:09:20
43,2328,BGNM6,COMPRA,305,105.1410,2.7797,2023-08-01 11:09:32,2023-08-01 11:09:34,2023-08-01 11:09:34
44,3054,KHGP6,COMPRA,190,74.1630,10.2332,2023-08-01 11:09:55,2023-08-01 11:09:55,2023-08-01 11:09:55
45,1124,UFIU3,COMPRA,70,73.9937,8.6100,2023-08-01 11:16:42,2023-08-01 11:16:42,2023-08-01 11:16:42
46,1972,BGNM6,COMPRA,10,89.2836,10.5992,2023-08-01 11:17:37,2023-08-01 11:17:39,2023-08-01 11:17:39
47,1145,HJRH5,COMPRA,30,181.2687,4.5005,2023-08-01 11:17:45,2023-08-01 11:17:45,2023-08-01 11:17:45
48,1373,ZYVN7,COMPRA,435,83.2573,7.7114,2023-08-01 11:18:46,2023-08-01 11:18:46,2023-08-01 11:18:46
49,2291,PSEN6,COMPRA,104,234.5826,10.5211,2023-08-01 11:19:02,2023-08-01 11:19:04,2023-08-01 11:19:04
50,2036,KQEO3,COMPRA,167,81.2945,2.1964,2023-08-01 11:19:57,2023-08-01 11:19:58,2023-08-01 11:19:58
51,2754,XPVA7,COMPRA,145,353.2084,11.5142,2023-08-01 11:21:19,2023-08-01 11:21:20,2023-08-01 11:21:20
52,2488,IZTY4,COMPRA,400,37.4559,1.0124,2023-08-01 11:22:23,2023-08-01 11:22:26,2023-08-01 11:22:26
53,3264,NWGB4,COMPRA,165,151.5908,8.7591,2023-08-01 11:23:08,2023-08-01 11:23:11,2023-08-01 11:23:11
54,2269,QTDZ2,COMPRA,470,52.5826,11.0543,2023-08-01 11:23:25,2023-08-01 11:23:26,2023-08-01 11:23:26
55,1018,XLZM9,COMPRA,465,65.8218,12.1521,2023-08-01 11:23:41,2023-08-01 11:23:43,2023-08-01 11:23:43
