id_transacao,id_conta,ticker,tipo_operacao,quantidade,preco_unitario,taxa_corretagem,data_operacao,created_at,updated_at
215506,1431,YCCK8,COMPRA,255,329.3839,11.1250,2026-08-09 14:24:53,2026-08-09 14:24:56,2026-08-09 14:24:56
215507,2615,RIET5,COMPRA,470,139.4904,0.3284,2026-08-09 13:53:11,2026-08-09 13:53:12,2026-08-09 13:53:12
215508,3187,RHXV4,COMPRA,140,58.2375,0.8891,2026-08-09 12:46:03,2026-08-09 12:46:04,2026-08-09 12:46:04
215509,3456,HJRH5,COMPRA,295,190.6917,1.1527,2026-08-09 15:06:08,2026-08-09 15:06:09,2026-08-09 15:06:09
215510,2747,CQJZ4,COMPRA,190,78.4283,3.5958,2026-08-09 10:02:08,2026-08-09 10:02:10,2026-08-09 10:02:10
215511,1347,ACSV1,COMPRA,80,90.3087,9.2165,2026-08-09 14:38:35,2026-08-09 14:38:38,2026-08-09 14:38:38
215512,2071,XAVL3,COMPRA,299,144.3202,5.6076,2026-08-09 10:14:30,2026-08-09 10:14:32,2026-08-09 10:14:32
215513,2433,YIHC3,COMPRA,161,74.6805,9.8896,2026-08-09 14:23:17,2026-08-09 14:23:20,2026-08-09 14:23:20
215514,2843,ICSU4,COMPRA,260,175.8496,7.4057,2026-08-09 10:06:16,2026-08-09 10:06:16,2026-08-09 10:06:16
215515,1549,KFSY2,COMPRA,190,120.0145,8.9376,2026-08-09 13:24:36,2026-08-09 13:24:37,2026-08-09 13:24:37
215516,1624,YYLA4,VENDA,54,199.2443,8.1161,2026-08-09 15:06:52,2026-08-09 15:06:54,2026-08-09 15:06:54
215517,2462,EEYY9,COMPRA,50,187.3301,9.7089,2026-08-09 12:49:29,2026-08-09 12:49:30,2026-08-09 12:49:30
215518,2508,TNHT4,COMPRA,455,121.3535,3.4951,2026-08-09 15:46:56,2026-08-09 15:46:56,2026-08-09 15:46:56
215519,3316,UVEY5,COMPRA,86,77.1158,10.3329,2026-08-09 15:17:27,2026-08-09 15:17:28,2026-08-09 15:17:28
215520,1720,MOLF3,COMPRA,473,53.4860,3.3119,2026-08-09 12:25:11,2026-08-09 12:25:11,2026-08-09 12:25:11
215521,1713,LCCH9,COMPRA,205,8.6952,7.7718,2026-08-09 16:09:04,2026-08-09 16:09:06,2026-08-09 16:09:06
215522,2882,LCCH9,COMPRA,418,8.5349,4.0452,2026-08-09 12:10:24,2026-08-09 12:10:27,2026-08-09 12:10:27
215523,2698,AAWB3,COMPRA,220,148.2064,8.2477,2026-08-09 13:38:10,2026-08-09 13:38:10,2026-08-09 13:38:10
215524,1778,QHFL8,COMPRA,395,154.6526,6.3661,2026-08-09 11:12:56,2026-08-09 11:12:59,2026-08-09 11:12:59
215525,1801,ZHTL2,COMPRA,130,54.0767,6.8574,2026-08-09 14:34:39,2026-08-09 14:34:41,2026-08-09 14:34:41
215526,1932,QTHQ1,COMPRA,325,22.7165,12.0176,2026-08-09 11:20:09,2026-08-09 11:20:10,2026-08-09 11:20:10
215527,3185,UYFJ9,COMPRA,255,79.1090,3.3411,2026-08-09 12:31:44,2026-08-09 12:31:46,2026-08-09 12:31:46
215528,1393,FIUW1,COMPRA,45,136.0552,10.9692,2026-08-09 17:26:28,2026-08-09 17:26:30,2026-08-09 17:26:30
215529,1976,LIEG8,COMPRA,50,101.3539,8.2849,2026-08-09 15:13:50,2026-08-09 15:13:53,2026-08-09 15:13:53
215530,1600,DMTZ8,COMPRA,320,169.6641,10.1488,2026-08-09 15:34:34,2026-08-09 15:34:37,2026-08-09 15:34:37
215531,1842,OXVD8,COMPRA,480,63.9438,2.4766,2026-08-09 12:23:32,2026-08-09 12:23:32,2026-08-09 12:23:32
215532,3041,HVEX2,COMPRA,236,119.4203,3.3042,2026-08-09 10:34:52,2026-08-09 10:34:54,2026-08-09 10:34:54
215533,1340,HCZM2,COMPRA,215,412.6372,3.8156,2026-08-09 10:27:17,2026-08-09 10:27:17,2026-08-09 10:27:17
215534,2739,WIPB2,COMPRA,380,91.8777,11.8408,2026-08-09 10:09:37,2026-08-09 10:09:37,2026-08-09 10:09:37
215535,1833,YFAH5,COMPRA,20,186.8038,8.1319,2026-08-09 17:25:00,2026-08-09 17:25:02,2026-08-09 17:25:02
215536,1465,TNHT4,COMPRA,75,139.0507,4.7699,2026-08-09 10:36:22,2026-08-09 10:36:22,2026-08-09 10:36:22
215537,2423,NREP8,COMPRA,60,143.7649,0.6929,2026-08-09 13:33:43,2026-08-09 13:33:45,2026-08-09 13:33:45
215538,2721,GKQC5,COMPRA,15,115.8537,2.3773,2026-08-09 16:01:51,2026-08-09 16:01:54,2026-08-09 16:01:54
215539,1147,TNHT4,COMPRA,415,146.4704,2.5188,2026-08-09 12:17:41,2026-08-09 12:17:42,2026-08-09 12:17:42
215540,3458,EEYY9,COMPRA,10,194.4132,5.4845,2026-08-09 16:45:37,2026-08-09 16:45:37,2026-08-09 16:45:37
215541,1976,RFNS7,COMPRA,96,103.9544,8.1854,2026-08-09 11:14:46,2026-08-09 11:14:48,2026-08-09 11:14:48
215542,2023,RYPL6,COMPRA,350,91.0649,2.7938,2026-08-09 12:31:44,2026-08-09 12:31:46,2026-08-09 12:31:46
215543,1142,LCCH9,VENDA,120,9.8567,10.6870,2026-08-09 14:22:51,2026-08-09 14:22:52,2026-08-09 14:22:52
215544,1439,KQEO3,COMPRA,315,83.0132,10.8513,2026-08-09 16:11:11,2026-08-09 16:11:14,2026-08-09 16:11:14
215545,1316,UQJU7,COMPRA,265,73.9422,2.3737,2026-08-09 17:29:48,2026-08-09 17:29:51,2026-08-09 17:29:51
215546,1893,PZUP8,COMPRA,390,159.7443,9.7295,2026-08-09 12:30:59,2026-08-09 12:31:00,2026-08-09 12:31:00
215547,2430,WIPB2,COMPRA,145,98.9488,11.7904,2026-08-09 15:37:27,2026-08-09 15:37:29,2026-08-09 15:37:29
215548,2947,YCCK8,COMPRA,370,386.7743,12.7636,2026-08-09 10:49:14,2026-08-09 10:49:17,2026-08-09 10:49:17
215549,3086,XLZM9,COMPRA,251,40.9702,1.5560,2026-08-09 10:36:37,2026-08-09 10:36:40,2026-08-09 10:36:40
215550,1366,RFNS7,COMPRA,135,81.8833,7.5516,2026-08-09 16:34:21,2026-08-09 16:34:21,2026-08-09 16:34:21
215551,2420,IZTY4,COMPRA,55,37.4148,7.9372,2026-08-09 11:19:13,2026-08-09 11:19:15,2026-08-09 11:19:15
215552,3291,RHXV4,COMPRA,195,75.0428,6.2821,2026-08-09 12:49:06,2026-08-09 12:49:06,2026-08-09 12:49:06
215553,2816,LCCH9,COMPRA,316,6.9552,8.0982,2026-08-09 13:15:33,2026-08-09 13:15:34,2026-08-09 13:15:34
215554,1907,AYFQ2,COMPRA,405,10.6759,0.8608,2026-08-09 16:27:55,2026-08-09 16:27:58,2026-08-09 16:27:58
215555,2144,LCCH9,COMPRA,453,10.3803,8.1009,2026-08-09 15:51:29,2026-08-09 15:51:29,2026-08-09 15:51:29
215556,2415,PSEN6,COMPRA,245,241.1220,3.3614,2026-08-09 12:39:21,2026-08-09 12:39:22,2026-08-09 12:39:22
215557,1698,NGIU9,COMPRA,40,115.5175,3.6076,2026-08-09 16:36:09,2026-08-09 16:36:12,2026-08-09 16:36:12
215558,2226,NHYK8,COMPRA,180,69.4631,9.0120,2026-08-09 10:56:05,2026-08-09 10:56:07,2026-08-09 10:56:07
215559,3186,SVOZ4,COMPRA,480,38.6283,1.2899,2026-08-09 10:56:05,2026-08-09 10:56:08,2026-08-09 10:56:08
215560,1555,ENRZ2,COMPRA,315,117.3251,5.5538,2026-08-09 16:09:09,2026-08-09 16:09:10,2026-08-09 16:09:10
215561,3334,MGRR2,COMPRA,435,146.5449,5.2020,2026-08-09 16:09:05,2026-08-09 16:09:07,2026-08-09 16:09:07
215562,2243,LQML9,COMPRA,100,131.4085,11.3417,2026-08-09 10:59:03,2026-08-09 10:59:05,2026-08-09 10:59:05
215563,3302,UQJU7,COMPRA,236,88.0422,6.1503,2026-08-09 16:07:13,2026-08-09 16:07:15,2026-08-09 16:07:15
215564,2624,AAUA7,COMPRA,50,128.1490,4.3411,2026-08-09 15:36:52,2026-08-09 15:36:55,2026-08-09 15:36:55
215565,1073,TXHR8,COMPRA,300,69.2876,3.0067,2026-08-09 13:02:03,2026-08-09 13:02:06,2026-08-09 13:02:06
215566,1716,NHYK8,COMPRA,245,74.2537,9.3996,2026-08-09 15:42:29,2026-08-09 15:42:31,2026-08-09 15:42:31
215567,2739,KQEO3,COMPRA,275,64.6477,12.8728,2026-08-09 15:29:01,2026-08-09 15:29:03,2026-08-09 15:29:03
215568,1049,YRWH3,COMPRA,140,205.7968,1.4388,2026-08-09 17:25:46,2026-08-09 17:25:49,2026-08-09 17:25:49
215569,3061,KHGP6,COMPRA,294,92.4339,9.8903,2026-08-09 16:50:35,2026-08-09 16:50:35,2026-08-09 16:50:35
215570,3312,SRDU1,COMPRA,120,101.3709,1.4667,2026-08-09 14:06:07,2026-08-09 14:06:10,2026-08-09 14:06:10
215571,1137,JIPA6,COMPRA,65,43.2892,10.6057,2026-08-09 11:49:17,2026-08-09 11:49:18,2026-08-09 11:49:18
215572,1448,NPEM3,COMPRA,489,123.1790,7.2269,2026-08-09 15:40:17,2026-08-09 15:40:17,2026-08-09 15:40:17
215573,2073,UVEY5,COMPRA,300,66.1412,10.7816,2026-08-09 14:33:57,2026-08-09 14:34:00,2026-08-09 14:34:00
