id_transacao,id_conta,ticker,tipo_operacao,quantidade,preco_unitario,taxa_corretagem,data_operacao,created_at,updated_at
215355,2711,AAUA7,COMPRA,440,106.9497,2.3102,2026-08-08 15:00:13,2026-08-08 15:00:14,2026-08-08 15:00:14
215356,3394,JIPA6,COMPRA,215,33.4637,5.7423,2026-08-08 10:29:03,2026-08-08 10:29:05,2026-08-08 10:29:05
215357,1507,MJDL9,COMPRA,480,37.4710,9.7875,2026-08-08 16:06:23,2026-08-08 16:06:26,2026-08-08 16:06:26
215358,2995,UQJU7,COMPRA,203,67.4693,4.8650,2026-08-08 13:46:44,2026-08-08 13:46:46,2026-08-08 13:46:46
215359,3001,RDOA3,COMPRA,330,94.1192,0.6572,2026-08-08 13:29:19,2026-08-08 13:29:22,2026-08-08 13:29:22
215360,1275,DHRM5,COMPRA,335,261.8442,8.0127,2026-08-08 10:57:02,2026-08-08 10:57:02,2026-08-08 10:57:02
215361,2798,TTHO3,COMPRA,35,42.9079,3.7784,2026-08-08 11:06:03,2026-08-08 11:06:04,2026-08-08 11:06:04
215362,1266,RDOA3,COMPRA,95,81.1388,1.1588,2026-08-08 13:30:06,2026-08-08 13:30:07,2026-08-08 13:30:07
215363,1724,QTDZ2,COMPRA,225,47.1445,9.4213,2026-08-08 15:04:52,2026-08-08 15:04:53,2026-08-08 15:04:53
215364,1149,IZTY4,COMPRA,433,31.9094,4.3781,2026-08-08 15:02:42,2026-08-08 15:02:45,2026-08-08 15:02:45
215365,2866,XTVW5,COMPRA,225,109.2563,10.0657,2026-08-08 16:31:14,2026-08-08 16:31:14,2026-08-08 16:31:14
215366,2356,DHRM5,COMPRA,180,303.6745,8.1012,2026-08-08 12:46:37,2026-08-08 12:46:37,2026-08-08 12:46:37
215367,2999,JDJG6,COMPRA,80,86.2368,11.7626,2026-08-08 12:07:35,2026-08-08 12:07:35,2026-08-08 12:07:35
215368,2827,DHRM5,COMPRA,355,359.4697,12.8481,2026-08-08 13:53:26,2026-08-08 13:53:26,2026-08-08 13:53:26
215369,3141,HCZM2,COMPRA,360,360.3438,12.8292,2026-08-08 12:40:38,2026-08-08 12:40:38,2026-08-08 12:40:38
215370,2421,JUDG8,COMPRA,263,90.2014,4.5293,2026-08-08 16:39:55,2026-08-08 16:39:57,2026-08-08 16:39:57
215371,2955,KHGP6,COMPRA,215,107.6202,7.4656,2026-08-08 17:26:51,2026-08-08 17:26:51,2026-08-08 17:26:51
215372,1849,ERTC4,COMPRA,65,42.8271,12.5006,2026-08-08 11:20:41,2026-08-08 11:20:42,2026-08-08 11:20:42
215373,2294,NGIU9,COMPRA,245,94.2246,4.1314,2026-08-08 14:44:39,2026-08-08 14:44:42,2026-08-08 14:44:42
215374,3477,TVCE9,COMPRA,405,71.0855,4.7895,2026-08-08 16:58:07,2026-08-08 16:58:09,2026-08-08 16:58:09
215375,2672,SVOZ4,COMPRA,460,42.7871,2.2393,2026-08-08 12:43:00,2026-08-08 12:43:00,2026-08-08 12:43:00
215376,1355,NGIU9,COMPRA,350,110.3591,8.3157,2026-08-08 12:26:49,2026-08-08 12:26:49,2026-08-08 12:26:49
215377,3435,VLEB3,COMPRA,400,445.6104,0.8579,2026-08-08 11:04:56,2026-08-08 11:04:59,2026-08-08 11:04:59
215378,3161,WXQM6,COMPRA,20,40.8217,12.6493,2026-08-08 13:18:56,2026-08-08 13:18:59,2026-08-08 13:18:59
215379,1678,FYZB6,COMPRA,115,63.8796,0.4996,2026-08-08 15:06:20,2026-08-08 15:06:23,2026-08-08 15:06:23
215380,2933,PSEN6,COMPRA,405,186.9884,11.3743,2026-08-08 14:01:36,2026-08-08 14:01:36,2026-08-08 14:01:36
215381,1614,RMRT1,COMPRA,61,103.2136,10.9309,2026-08-08 10:02:33,2026-08-08 10:02:34,2026-08-08 10:02:34
215382,1431,UYFJ9,COMPRA,499,113.2079,0.4436,2026-08-08 13:13:29,2026-08-08 13:13:32,2026-08-08 13:13:32
215383,2527,ZAAS7,COMPRA,351,321.9126,1.8343,2026-08-08 15:31:17,2026-08-08 15:31:18,2026-08-08 15:31:18
215384,1612,EEYY9,COMPRA,245,186.1516,0.9114,2026-08-08 14:49:03,2026-08-08 14:49:03,2026-08-08 14:49:03
215385,1077,UFIU3,COMPRA,290,85.3544,0.1373,2026-08-08 14:39:49,2026-08-08 14:39:52,2026-08-08 14:39:52
215386,2575,DGBT6,COMPRA,75,103.8530,5.4207,2026-08-08 12:28:52,2026-08-08 12:28:55,2026-08-08 12:28:55
215387,3460,JUDG8,COMPRA,415,101.9662,12.0626,2026-08-08 12:58:07,2026-08-08 12:58:09,2026-08-08 12:58:09
215388,2240,UFIU3,COMPRA,400,70.5153,8.4000,2026-08-08 17:12:41,2026-08-08 17:12:43,2026-08-08 17:12:43
215389,2763,SUZL4,COMPRA,105,143.3382,7.4351,2026-08-08 13:37:38,2026-08-08 13:37:40,2026-08-08 13:37:40
215390,2052,XPVA7,COMPRA,180,529.8375,12.0355,2026-08-08 13:50:15,2026-08-08 13:50:16,2026-08-08 13:50:16
215391,3002,BSDJ7,COMPRA,131,251.1436,7.8960,2026-08-08 14:52:55,2026-08-08 14:52:56,2026-08-08 14:52:56
215392,1614,GAKD5,COMPRA,15,227.4343,1.0029,2026-08-08 13:33:07,2026-08-08 13:33:07,2026-08-08 13:33:07
215393,3269,KQEO3,COMPRA,50,86.4504,0.3551,2026-08-08 17:07:43,2026-08-08 17:07:46,2026-08-08 17:07:46
