id_transacao,id_conta,ticker,tipo_operacao,quantidade,preco_unitario,taxa_corretagem,data_operacao,created_at,updated_at
211591,3505,IWFI1,COMPRA,125,188.4764,2.3828,2026-08-07 11:04:09,2026-08-07 11:04:11,2026-08-07 11:04:11
211592,2535,FRGH8,VENDA,155,81.4610,11.5669,2026-08-07 14:00:58,2026-08-07 14:01:00,2026-08-07 14:01:00
211593,1165,MCMT2,COMPRA,329,105.4354,10.5465,2026-08-07 11:03:47,2026-08-07 11:03:50,2026-08-07 11:03:50
211594,1443,SUZL4,COMPRA,105,114.8111,6.4149,2026-08-07 13:26:19,2026-08-07 13:26:21,2026-08-07 13:26:21
211595,1181,CQIL9,COMPRA,290,29.5084,7.7659,2026-08-07 16:32:27,2026-08-07 16:32:27,2026-08-07 16:32:27
211596,2771,MCMT2,COMPRA,475,99.3059,10.6872,2026-08-07 11:21:48,2026-08-07 11:21:48,2026-08-07 11:21:48
211597,2310,OEQA8,COMPRA,300,491.4616,5.4020,2026-08-07 11:32:03,2026-08-07 11:32:06,2026-08-07 11:32:06
211598,2831,JUDG8,COMPRA,340,100.1478,11.0593,2026-08-07 16:54:47,2026-08-07 16:54:48,2026-08-07 16:54:48
211599,2638,ICSU4,COMPRA,325,124.1081,,2026-08-07 11:39:07,2026-08-07 11:39:09,2026-08-07 11:39:09
211600,3430,UCHR6,COMPRA,270,453.4052,4.2967,2026-08-07 17:17:51,2026-08-07 17:17:52,2026-08-07 17:17:52
211601,3476,BGNM6,COMPRA,445,121.3838,3.3606,2026-08-07 11:22:57,2026-08-07 11:22:58,2026-08-07 11:22:58
211602,1546,DSFC9,COMPRA,230,441.5292,10.4142,2026-08-07 13:48:41,2026-08-07 13:48:42,2026-08-07 13:48:42
211603,3105,BOCS8,COMPRA,330,48.2903,11.7148,2026-08-07 11:00:10,2026-08-07 11:00:13,2026-08-07 11:00:13
211604,2939,GAKD5,COMPRA,415,325.8952,6.6895,2026-08-07 15:11:00,2026-08-07 15:11:01,2026-08-07 15:11:01
211605,3495,RHXV4,COMPRA,310,59.9606,9.2755,2026-08-07 10:14:47,2026-08-07 10:14:50,2026-08-07 10:14:50
211606,2383,JIPA6,COMPRA,223,41.4248,9.8253,2026-08-07 15:48:11,2026-08-07 15:48:12,2026-08-07 15:48:12
211607,2773,SGBG8,COMPRA,80,72.0747,1.5989,2026-08-07 17:25:35,2026-08-07 17:25:37,2026-08-07 17:25:37
211608,2039,RMRT1,COMPRA,155,115.3637,0.8490,2026-08-07 12:44:58,2026-08-07 12:44:58,2026-08-07 12:44:58
211609,2709,LGKU6,COMPRA,135,93.8911,4.6067,2026-08-07 12:16:04,2026-08-07 12:16:05,2026-08-07 12:16:05
211610,1669,ICSU4,COMPRA,470,144.9331,9.9970,2026-08-07 14:59:46,2026-08-07 14:59:48,2026-08-07 14:59:48
